,location,bath,price,BHK,total_sqft_new
10254,Hulimavu,2.0,90.0,2,1500.0
10257,Hulimavu,2.0,60.48,2,1315.0
10744,Hulimavu,1.0,29.0,1,581.0
10772,Hulimavu,2.0,45.0,2,935.0
11051,Hulimavu,2.0,65.0,3,1320.0
11474,Hulimavu,4.0,75.0,4,1200.0
11911,Hulimavu,2.0,82.0,3,1260.0
11929,Hulimavu,1.0,20.0,1,450.0
12378,Hulimavu,2.0,84.5,2,1231.0
79,ISRO Layout,6.0,250.0,6,4400.0
143,ISRO Layout,2.0,60.0,2,1000.0
4817,ISRO Layout,2.0,60.0,2,1000.0
5554,ISRO Layout,2.0,68.0,3,1310.0
8757,ISRO Layout,4.0,255.0,4,4200.0
997,ITPL,3.0,56.12,3,1200.0
7898,ITPL,3.0,56.12,3,1200.0
7997,ITPL,3.0,56.12,3,1200.0
11921,ITPL,5.0,300.0,4,5667.5
1050,Iblur Village,3.0,235.0,3,3235.0
4413,Iblur Village,5.0,252.0,4,3596.0
5802,Iblur Village,4.0,145.0,3,2100.0
6014,Iblur Village,3.0,150.0,3,1920.0
7577,Iblur Village,3.0,150.0,3,1920.0
7861,Iblur Village,4.0,138.0,3,2000.0
8225,Iblur Village,5.0,260.0,4,3596.0
8449,Iblur Village,5.0,279.0,4,3596.0
8458,Iblur Village,4.0,200.0,3,2666.0
9871,Iblur Village,5.0,420.0,5,5384.0
12230,Iblur Village,6.0,425.0,5,5515.0
12984,Iblur Village,4.0,268.0,4,3596.0
13171,Iblur Village,5.0,251.0,4,3596.0
663,Indira Nagar,4.0,200.0,4,2200.0
1128,Indira Nagar,2.0,105.0,2,1128.0
1774,Indira Nagar,3.0,330.0,3,2800.0
2066,Indira Nagar,3.0,200.0,3,1650.0
3249,Indira Nagar,3.0,180.0,3,1875.0
3260,Indira Nagar,2.0,102.0,2,1210.0
3308,Indira Nagar,2.0,105.0,2,1224.0
3486,Indira Nagar,3.0,225.0,3,2070.0
3548,Indira Nagar,1.0,70.0,1,500.0
3918,Indira Nagar,2.0,168.0,2,1400.0
4074,Indira Nagar,3.0,120.0,3,1407.0
4795,Indira Nagar,2.0,100.0,2,1145.0
5022,Indira Nagar,2.0,170.0,2,1470.0
5530,Indira Nagar,3.0,324.0,3,2700.0
5834,Indira Nagar,4.0,312.0,3,2601.0
6468,Indira Nagar,2.0,100.0,2,1260.0
7020,Indira Nagar,3.0,191.0,3,1740.0
7444,Indira Nagar,3.0,220.0,3,1650.0
7492,Indira Nagar,3.0,150.0,3,1700.0
7598,Indira Nagar,3.0,250.0,4,3200.0
7722,Indira Nagar,2.0,171.0,2,1475.0
7865,Indira Nagar,4.0,440.0,4,3200.0
8704,Indira Nagar,3.0,120.0,3,1500.0
9063,Indira Nagar,3.0,200.0,3,1650.0
9817,Indira Nagar,4.0,365.0,4,2800.0
10438,Indira Nagar,2.0,120.0,2,1260.0
11058,Indira Nagar,2.0,130.0,2,1149.0
11954,Indira Nagar,3.0,150.0,3,1650.0
1055,JP Nagar,2.0,70.0,2,1100.0
1339,JP Nagar,2.0,49.0,2,940.0
1425,JP Nagar,3.0,135.0,3,2500.0
1694,JP Nagar,4.0,314.5,4,4624.5
3120,JP Nagar,2.0,62.0,2,1200.0
3580,JP Nagar,2.0,85.4,3,1315.0
3938,JP Nagar,3.0,112.0,3,1690.0
4256,JP Nagar,4.0,140.0,4,3000.0
4262,JP Nagar,4.0,140.0,4,3000.0
5122,JP Nagar,4.0,160.0,3,3300.0
5529,JP Nagar,2.0,49.9,3,1150.0
5759,JP Nagar,2.0,78.0,2,1200.0
5916,JP Nagar,2.0,110.0,3,1850.0
6048,JP Nagar,4.0,160.0,7,2700.0
6059,JP Nagar,2.0,82.0,3,1500.0
6428,JP Nagar,2.0,45.0,2,820.0
7533,JP Nagar,3.0,83.0,3,1600.0
7723,JP Nagar,3.0,150.0,4,3000.0
8742,JP Nagar,1.0,34.27,1,745.0
9723,JP Nagar,2.0,87.0,4,1500.0
10152,JP Nagar,2.0,85.0,3,1590.0
10346,JP Nagar,2.0,60.0,2,1250.0
10990,JP Nagar,2.0,57.0,2,1107.0
12860,JP Nagar,2.0,73.0,2,1157.0
13039,JP Nagar,2.0,82.0,3,1500.0
752,Jakkur,2.0,77.0,2,1279.0
920,Jakkur,3.0,107.0,3,1710.0
981,Jakkur,2.0,86.51,3,1396.0
1461,Jakkur,3.0,124.0,3,1865.0
2949,Jakkur,2.0,100.0,2,1452.19
3035,Jakkur,3.0,120.0,3,1798.0
3081,Jakkur,2.0,85.0,2,1300.0
3415,Jakkur,3.0,131.0,3,1950.0
3587,Jakkur,2.0,76.0,2,1230.0
4154,Jakkur,2.0,80.0,2,1290.0
4221,Jakkur,3.0,110.0,3,1760.0
4358,Jakkur,4.0,130.0,4,2283.0
5202,Jakkur,2.0,98.0,2,1483.0
5438,Jakkur,3.0,86.0,3,1482.0
5645,Jakkur,3.0,100.0,3,1645.0
5826,Jakkur,3.0,111.0,3,1650.0
6159,Jakkur,4.0,160.0,3,2423.0
6318,Jakkur,3.0,136.0,3,2197.0
6322,Jakkur,2.0,65.0,2,1125.0
6757,Jakkur,2.0,79.0,2,1230.0
7032,Jakkur,2.0,79.0,2,1202.0
7697,Jakkur,3.0,123.0,3,1858.0
8577,Jakkur,3.0,110.0,3,1798.0
9137,Jakkur,2.0,60.0,2,1080.0
9164,Jakkur,2.0,71.195,2,1260.0
9198,Jakkur,3.0,119.0,3,1816.0
9206,Jakkur,2.0,80.0,2,1424.0
9294,Jakkur,2.0,85.0,2,1290.0
9908,Jakkur,2.0,80.0,2,1300.0
10219,Jakkur,2.0,80.04,2,1290.0
10374,Jakkur,2.0,72.0,2,1282.0
11221,Jakkur,4.0,110.0,3,1880.0
11334,Jakkur,3.0,104.0,3,1660.0
11462,Jakkur,2.0,75.0,2,1291.0
11731,Jakkur,2.0,85.0,2,1473.0
12222,Jakkur,3.0,104.0,3,1660.0
12452,Jakkur,3.0,131.0,3,1950.0
12518,Jakkur,2.0,85.0,2,1432.0
12661,Jakkur,3.0,65.0,3,1150.0
12949,Jakkur,3.0,110.0,3,1710.0
631,Jalahalli,3.0,160.0,3,2250.0
1814,Jalahalli,3.0,110.0,3,1870.0
1990,Jalahalli,1.0,80.0,2,1400.0
4648,Jalahalli,4.0,135.0,3,1932.0
5852,Jalahalli,4.0,165.0,3,2384.0
6925,Jalahalli,2.0,49.5,2,790.0
6991,Jalahalli,3.0,82.0,3,1395.0
10240,Jalahalli,1.0,37.0,1,600.0
10406,Jalahalli,3.0,138.0,3,2404.0
10632,Jalahalli,2.0,55.0,2,905.0
10659,Jalahalli,2.0,70.0,2,1000.0
11211,Jalahalli,2.0,102.0,3,1470.0
11233,Jalahalli,2.0,88.0,2,1244.0
11287,Jalahalli,2.0,98.49,2,1407.0
11565,Jalahalli,2.0,89.0,3,1530.0
12686,Jalahalli,4.0,100.0,3,1575.0
12901,Jalahalli,2.0,60.0,3,980.0
13081,Jalahalli,3.0,115.0,3,1881.0
13286,Jalahalli,2.0,85.0,3,1405.0
643,Jalahalli East,1.0,40.0,1,750.0
1101,Jalahalli East,2.0,60.0,3,1260.0
4925,Jalahalli East,2.0,63.0,3,1300.0
10260,Jalahalli East,2.0,52.0,2,1010.0
12018,Jalahalli East,2.0,52.0,2,1010.0
914,Jigani,2.0,52.0,2,918.0
1091,Jigani,2.0,48.0,2,918.0
1778,Jigani,2.0,47.0,2,914.0
1919,Jigani,2.0,46.0,2,920.0
2274,Jigani,4.0,130.0,3,2400.0
2777,Jigani,2.0,45.0,2,918.0
4015,Jigani,2.0,44.0,2,937.0
4070,Jigani,3.0,61.0,3,1252.0
4389,Jigani,2.0,50.0,2,923.0
5019,Jigani,3.0,58.0,3,1250.0
5087,Jigani,3.0,63.0,3,1252.0
5526,Jigani,2.0,49.0,2,918.0
5686,Jigani,2.0,49.0,2,914.0
6217,Jigani,2.0,50.0,2,918.0
6564,Jigani,3.0,65.0,3,1200.0
7064,Jigani,3.0,65.0,3,1352.0
7192,Jigani,3.0,60.0,3,1230.0
7784,Jigani,3.0,65.0,3,1221.0
9920,Jigani,3.0,70.0,3,1252.0
9921,Jigani,3.0,65.0,3,1221.0
10130,Jigani,3.0,59.0,3,1252.0
10819,Jigani,3.0,70.0,3,1221.0
11143,Jigani,3.0,58.0,3,1231.0
11259,Jigani,2.0,48.0,2,943.0
11855,Jigani,3.0,66.0,3,1245.0
12729,Jigani,3.0,65.0,3,1221.0
13082,Jigani,2.0,49.5,2,943.0
1403,Judicial Layout,3.0,64.0,3,1300.0
1659,Judicial Layout,3.0,162.0,3,2070.0
3703,Judicial Layout,3.0,155.0,3,1700.0
6062,Judicial Layout,2.0,53.0,3,1100.0
12808,Judicial Layout,4.0,155.0,3,1989.0
188,KR Puram,2.0,56.8,2,1277.5
368,KR Puram,2.0,39.0,2,930.0
525,KR Puram,2.0,42.74,2,1155.0
868,KR Puram,2.0,46.55,2,1225.0
1308,KR Puram,2.0,47.0,2,1100.0
2228,KR Puram,3.0,47.405,3,1128.76
2231,KR Puram,2.0,43.0,2,1015.0
2539,KR Puram,1.0,28.0,1,714.0
2542,KR Puram,2.0,51.0,2,1142.0
2683,KR Puram,2.0,48.0,2,1021.0
2713,KR Puram,3.0,69.315,3,1559.0
2724,KR Puram,2.0,40.5,2,1035.0
2806,KR Puram,2.0,71.0,2,1550.0
3215,KR Puram,2.0,51.22,2,1192.5
3821,KR Puram,2.0,46.0,2,1100.0
3883,KR Puram,2.0,49.02,2,1290.0
4274,KR Puram,2.0,43.0,2,1100.0
4547,KR Puram,2.0,40.0,2,950.0
5341,KR Puram,3.0,60.0,3,1452.0
5398,KR Puram,2.0,40.0,2,750.0
5623,KR Puram,6.0,85.0,6,2000.0
5831,KR Puram,2.0,44.5,2,1000.0
5845,KR Puram,2.0,47.0,2,1200.0
6875,KR Puram,2.0,43.32,2,1140.0
7018,KR Puram,6.0,175.0,6,4300.0
7124,KR Puram,2.0,42.0,2,1200.0
7451,KR Puram,2.0,61.0,3,1430.0
7569,KR Puram,2.0,50.0,2,1040.0
8864,KR Puram,2.0,42.0,2,1150.0
9379,KR Puram,2.0,55.0,2,1050.0
9424,KR Puram,2.0,46.5,2,1085.0
10358,KR Puram,2.0,75.0,2,2000.0
10597,KR Puram,2.0,45.0,2,1100.0
10685,KR Puram,2.0,40.0,2,1035.0
10776,KR Puram,2.0,45.0,2,1116.0
10905,KR Puram,2.0,57.0,3,1300.0
10907,KR Puram,2.0,36.38,2,866.28
11103,KR Puram,2.0,43.0,2,1096.0
11130,KR Puram,2.0,58.0,2,1204.0
11930,KR Puram,2.0,45.79,2,1205.0
11955,KR Puram,3.0,97.0,3,1827.0
12323,KR Puram,2.0,60.0,3,1400.0
12804,KR Puram,2.0,39.9,2,1100.0
12977,KR Puram,6.0,110.0,7,2800.0
13077,KR Puram,2.0,39.0,2,1020.0
13267,KR Puram,2.0,60.0,2,1245.0
8199,Kadubeesanahalli,2.0,75.0,3,1424.0
8781,Kadubeesanahalli,3.0,80.0,3,1365.0
9717,Kadubeesanahalli,2.0,55.0,2,1184.0
10547,Kadubeesanahalli,2.0,55.0,2,1185.0
11869,Kadubeesanahalli,2.0,78.0,2,1140.0
204,Kadugodi,2.0,54.0,3,1260.0
278,Kadugodi,3.0,91.45,3,1762.0
844,Kadugodi,2.0,58.0,2,1198.0
1546,Kadugodi,4.0,210.0,4,3750.0
3185,Kadugodi,3.0,108.0,3,1900.0
3209,Kadugodi,2.0,68.2,2,1314.0
4638,Kadugodi,2.0,82.0,3,1645.0
4911,Kadugodi,3.0,75.0,3,1711.0
5002,Kadugodi,2.0,78.0,2,1314.0
6587,Kadugodi,1.0,40.7,1,925.0
7310,Kadugodi,2.0,78.0,3,1351.0
7337,Kadugodi,2.0,50.0,2,1010.0
7737,Kadugodi,2.0,61.0,2,1152.0
10829,Kadugodi,4.0,134.0,4,3000.0
11910,Kadugodi,2.0,110.0,3,1875.0
12655,Kadugodi,2.0,80.0,2,1314.0
13049,Kadugodi,2.0,60.0,2,1196.0
287,Kaggadasapura,2.0,56.0,3,1280.0
793,Kaggadasapura,2.0,52.0,2,1275.0
1244,Kaggadasapura,4.0,100.0,4,2150.0
2183,Kaggadasapura,2.0,53.0,2,1110.0
2203,Kaggadasapura,2.0,48.0,2,1060.0
2226,Kaggadasapura,3.0,55.5,3,1350.0
2503,Kaggadasapura,2.0,42.0,2,1063.0
2669,Kaggadasapura,2.0,48.0,2,1050.0
3571,Kaggadasapura,2.0,53.0,2,1200.0
4760,Kaggadasapura,2.0,45.5,2,1035.0
5426,Kaggadasapura,1.0,50.0,2,1180.0
5598,Kaggadasapura,2.0,46.0,2,1140.0
5876,Kaggadasapura,2.0,50.0,3,1256.0
6471,Kaggadasapura,2.0,48.0,2,1225.0
6596,Kaggadasapura,2.0,75.0,3,1805.0
7440,Kaggadasapura,2.0,72.0,3,1560.0
7807,Kaggadasapura,2.0,58.58,2,1240.0
7903,Kaggadasapura,2.0,43.0,2,1000.0
8215,Kaggadasapura,2.0,48.0,2,1225.0
8964,Kaggadasapura,5.0,120.0,3,2500.0
9065,Kaggadasapura,2.0,45.0,2,960.0
9775,Kaggadasapura,3.0,60.0,3,1495.0
9823,Kaggadasapura,3.0,70.0,3,1654.0
10066,Kaggadasapura,4.0,90.0,4,2150.0
11003,Kaggadasapura,2.0,70.0,3,1485.0
11337,Kaggadasapura,2.0,50.0,2,1175.0
11402,Kaggadasapura,4.0,130.0,4,3000.0
12204,Kaggadasapura,2.0,60.0,3,1500.0
13163,Kaggadasapura,2.0,45.0,2,1150.0
1167,Kaggalipura,1.0,38.0,1,700.0
2048,Kaggalipura,2.0,58.0,3,1210.0
2919,Kaggalipura,1.0,36.0,1,700.0
3273,Kaggalipura,2.0,48.0,2,950.0
4509,Kaggalipura,2.0,50.0,2,950.0
4914,Kaggalipura,2.0,47.0,2,950.0
7564,Kaggalipura,2.0,62.0,3,1150.0
9412,Kaggalipura,1.0,35.0,1,700.0
9822,Kaggalipura,2.0,57.5,3,1150.0
10856,Kaggalipura,2.0,65.0,3,1210.0
1690,Kaikondrahalli,3.0,100.0,3,1645.0
3728,Kaikondrahalli,4.0,108.0,4,1700.0
6091,Kaikondrahalli,3.0,105.0,3,1605.0
7790,Kaikondrahalli,2.0,81.5,2,1253.0
9680,Kaikondrahalli,2.0,64.0,2,991.0
11230,Kaikondrahalli,2.0,78.0,2,1250.0
11396,Kaikondrahalli,6.0,225.0,6,3381.0
156,Kalena Agrahara,2.0,50.0,2,1200.0
302,Kalena Agrahara,2.0,70.0,3,1425.0
342,Kalena Agrahara,2.0,76.0,2,1325.0
599,Kalena Agrahara,2.0,85.0,3,1450.0
2610,Kalena Agrahara,2.0,52.0,2,1187.0
5683,Kalena Agrahara,3.0,78.0,3,1565.0
7344,Kalena Agrahara,2.0,45.0,2,1040.0
9248,Kalena Agrahara,3.0,89.0,3,1902.0
10375,Kalena Agrahara,2.0,40.0,2,800.0
11317,Kalena Agrahara,2.0,40.0,2,900.0
12199,Kalena Agrahara,2.0,95.0,3,1837.0
12374,Kalena Agrahara,3.0,78.0,3,1510.0
12392,Kalena Agrahara,2.0,70.0,2,1354.0
12735,Kalena Agrahara,3.0,70.0,2,1200.0
12779,Kalena Agrahara,2.0,71.0,2,1354.0
828,Kalyan nagar,3.0,75.0,3,1375.0
1226,Kalyan nagar,2.0,39.0,2,820.0
4192,Kalyan nagar,3.0,88.0,3,1640.0
4634,Kalyan nagar,3.0,85.0,3,1800.0
4794,Kalyan nagar,3.0,150.0,4,2422.0
6263,Kalyan nagar,2.0,65.0,2,1198.0
7691,Kalyan nagar,2.0,65.0,2,1250.0
8282,Kalyan nagar,2.0,60.0,2,1190.0
10603,Kalyan nagar,2.0,70.0,2,1100.0
1723,Kambipura,2.0,39.0,2,883.0
3717,Kambipura,2.0,39.0,2,883.0
6572,Kambipura,2.0,44.0,2,883.0
8770,Kambipura,2.0,48.0,3,1083.0
9543,Kambipura,2.0,39.0,2,883.0
11125,Kambipura,2.0,39.0,2,883.0
12626,Kambipura,2.0,39.0,2,883.0
7084,Kammanahalli,2.0,80.0,2,1200.0
8341,Kammanahalli,1.0,81.0,2,1200.0
8425,Kammanahalli,4.0,200.0,4,2900.0
12931,Kammanahalli,3.0,80.0,2,1200.0
708,Kammasandra,2.0,24.5,2,810.0
959,Kammasandra,1.0,18.41,1,657.5
2027,Kammasandra,2.0,32.0,2,1156.0
2235,Kammasandra,2.0,24.0,2,870.0
2585,Kammasandra,2.0,31.5,2,990.0
4252,Kammasandra,2.0,25.0,2,930.0
4990,Kammasandra,2.0,25.79,2,992.0
7796,Kammasandra,2.0,37.0,2,1015.0
10585,Kammasandra,2.0,31.99,2,1080.0
11304,Kammasandra,2.0,35.0,2,1057.0
11631,Kammasandra,2.0,25.53,2,982.0
12281,Kammasandra,2.0,35.0,2,940.0
13115,Kammasandra,1.0,18.5,1,610.0
590,Kanakapura,3.0,75.0,3,1419.0
623,Kanakapura,1.0,36.0,1,711.0
1030,Kanakapura,1.0,38.0,1,711.0
1067,Kanakapura,2.0,46.0,2,929.0
3049,Kanakapura,3.0,75.0,3,1476.0
3359,Kanakapura,2.0,64.0,2,1295.0
3747,Kanakapura,2.0,55.0,2,1277.0
4096,Kanakapura,2.0,59.0,2,1151.0
4624,Kanakapura,2.0,47.0,2,945.0
6420,Kanakapura,2.0,65.0,2,1340.0
6750,Kanakapura,3.0,75.0,3,1450.0
7373,Kanakapura,2.0,68.0,2,1283.0
10729,Kanakapura,1.0,50.0,1,938.0
12899,Kanakapura,2.0,70.0,3,1489.0
13259,Kanakapura,2.0,69.5,3,1477.0
35,Kanakpura Road,2.0,36.0,2,700.0
86,Kanakpura Road,3.0,88.0,3,1665.0
190,Kanakpura Road,4.0,110.0,4,2250.0
290,Kanakpura Road,2.0,51.25,2,1017.0
306,Kanakpura Road,1.0,26.0,1,525.0
557,Kanakpura Road,1.0,27.25,1,525.0
654,Kanakpura Road,2.0,58.0,3,1100.0
837,Kanakpura Road,2.0,57.0,2,1180.0
883,Kanakpura Road,3.0,58.0,3,1100.0
905,Kanakpura Road,1.0,26.0,1,525.0
1014,Kanakpura Road,3.0,53.0,3,1100.0
1023,Kanakpura Road,3.0,95.84,3,1843.0
1112,Kanakpura Road,2.0,69.0,2,1500.0
1118,Kanakpura Road,3.0,86.58,3,1665.0
1285,Kanakpura Road,2.0,85.0,3,1542.0
1408,Kanakpura Road,2.0,69.0,3,1300.0
1410,Kanakpura Road,2.0,46.0,2,900.0
1451,Kanakpura Road,1.0,45.0,2,900.0
1533,Kanakpura Road,3.0,92.15,3,1843.0
1571,Kanakpura Road,2.0,46.0,2,900.0
1573,Kanakpura Road,2.0,46.0,2,900.0
1800,Kanakpura Road,3.0,81.94,3,1699.0
1933,Kanakpura Road,2.0,58.0,2,1135.0
2054,Kanakpura Road,2.0,75.0,3,1420.0
2082,Kanakpura Road,2.0,41.0,2,900.0
2214,Kanakpura Road,2.0,50.6,2,983.0
2471,Kanakpura Road,2.0,35.0,2,700.0
2480,Kanakpura Road,3.0,75.0,3,1660.0
2769,Kanakpura Road,3.0,95.84,3,1843.0
2905,Kanakpura Road,1.0,35.0,2,700.0
3046,Kanakpura Road,1.0,25.0,1,525.0
3161,Kanakpura Road,3.0,53.0,3,1100.0
3234,Kanakpura Road,2.0,56.32,2,1252.0
3347,Kanakpura Road,3.0,53.0,3,1100.0
3420,Kanakpura Road,2.0,62.0,2,1339.0
3537,Kanakpura Road,2.0,54.54,2,1090.0
3637,Kanakpura Road,2.0,56.74,2,1051.0
3925,Kanakpura Road,2.0,45.0,2,950.0
4151,Kanakpura Road,3.0,69.0,3,1300.0
4239,Kanakpura Road,3.0,88.0,3,1700.0
4577,Kanakpura Road,3.0,99.0,3,1900.0
4705,Kanakpura Road,2.0,41.0,2,900.0
4763,Kanakpura Road,3.0,52.97,3,1100.0
4804,Kanakpura Road,2.0,34.98,2,700.0
4917,Kanakpura Road,2.0,60.0,2,1225.0
4944,Kanakpura Road,2.0,62.0,2,1339.0
5110,Kanakpura Road,3.0,90.0,3,1800.0
5167,Kanakpura Road,2.0,71.5,2,1339.0
5201,Kanakpura Road,1.0,35.0,1,670.0
5210,Kanakpura Road,2.0,60.0,2,1340.0
5280,Kanakpura Road,3.0,63.58,3,1260.0
5291,Kanakpura Road,2.0,55.5,2,1155.0
5475,Kanakpura Road,2.0,41.0,2,900.0
5484,Kanakpura Road,2.0,34.99,2,700.0
5511,Kanakpura Road,2.0,64.39,2,1309.0
5574,Kanakpura Road,3.0,82.0,3,1843.0
5819,Kanakpura Road,3.0,86.91,3,1665.0
5879,Kanakpura Road,3.0,86.58,3,1665.0
5886,Kanakpura Road,1.0,38.44,1,712.0
5994,Kanakpura Road,3.0,85.0,3,1843.0
6568,Kanakpura Road,3.0,85.0,3,1737.0
6637,Kanakpura Road,2.0,35.07,2,700.0
6952,Kanakpura Road,1.0,27.0,1,525.0
6990,Kanakpura Road,1.0,27.5,1,525.0
7543,Kanakpura Road,1.0,26.25,1,525.0
7858,Kanakpura Road,1.0,26.0,1,525.0
8284,Kanakpura Road,2.0,63.22,2,1283.0
8331,Kanakpura Road,3.0,53.0,3,1100.0
8441,Kanakpura Road,3.0,88.0,3,1843.0
8457,Kanakpura Road,3.0,56.57,3,1100.0
8522,Kanakpura Road,2.0,35.0,2,700.0
8615,Kanakpura Road,3.0,96.2,3,1843.0
8642,Kanakpura Road,3.0,72.99,3,1500.0
8755,Kanakpura Road,2.0,65.0,2,1240.0
8824,Kanakpura Road,3.0,68.0,3,1420.0
8895,Kanakpura Road,3.0,74.9,3,1498.0
9115,Kanakpura Road,2.0,35.0,2,700.0
9194,Kanakpura Road,3.0,65.0,3,1450.0
9397,Kanakpura Road,2.0,56.74,2,1135.0
9549,Kanakpura Road,3.0,58.0,3,1100.0
10010,Kanakpura Road,2.0,52.97,3,1100.0
10080,Kanakpura Road,2.0,70.18,3,1450.0
10105,Kanakpura Road,1.0,26.01,1,525.0
10210,Kanakpura Road,3.0,85.0,3,1843.0
10311,Kanakpura Road,3.0,92.69,3,1938.0
10352,Kanakpura Road,2.0,70.0,2,1322.0
10523,Kanakpura Road,3.0,69.0,3,1300.0
10628,Kanakpura Road,3.0,69.0,3,1300.0
10663,Kanakpura Road,2.0,34.0,2,700.0
10701,Kanakpura Road,2.0,63.0,2,1167.0
10719,Kanakpura Road,2.0,65.0,3,1419.59
10732,Kanakpura Road,3.0,78.0,3,1665.0
10821,Kanakpura Road,2.0,63.0,2,1339.0
10854,Kanakpura Road,3.0,69.0,3,1300.0
10982,Kanakpura Road,2.0,41.0,2,900.0
10986,Kanakpura Road,3.0,64.0,3,1300.0
11169,Kanakpura Road,2.0,51.0,2,1120.0
11174,Kanakpura Road,2.0,78.0,2,1430.0
11223,Kanakpura Road,2.0,36.0,2,700.0
11279,Kanakpura Road,3.0,69.0,3,1401.0
11383,Kanakpura Road,2.0,60.0,2,1220.0
11501,Kanakpura Road,3.0,53.0,3,1100.0
11531,Kanakpura Road,3.0,58.0,3,1100.0
11682,Kanakpura Road,2.0,41.0,2,900.0
11726,Kanakpura Road,3.0,53.0,3,1100.0
11909,Kanakpura Road,2.0,69.0,3,1300.0
11918,Kanakpura Road,3.0,105.0,3,2000.0
11927,Kanakpura Road,2.0,62.0,2,1200.0
11947,Kanakpura Road,2.0,41.0,2,900.0
11989,Kanakpura Road,3.0,95.0,3,1843.0
12061,Kanakpura Road,2.0,53.0,3,1100.0
12115,Kanakpura Road,3.0,90.0,3,1843.0
12129,Kanakpura Road,2.0,46.29,2,900.0
12513,Kanakpura Road,3.0,105.0,3,1938.0
12522,Kanakpura Road,3.0,96.2,3,1843.0
12565,Kanakpura Road,1.0,26.0,1,525.0
12629,Kanakpura Road,3.0,78.5,3,1610.0
12702,Kanakpura Road,3.0,62.6,3,1250.0
12747,Kanakpura Road,2.0,36.0,2,700.0
12982,Kanakpura Road,2.0,42.0,2,900.0
13127,Kanakpura Road,3.0,74.9,3,1665.0
13195,Kanakpura Road,2.0,67.0,2,1339.0
151,Kannamangala,2.0,58.0,2,957.0
1276,Kannamangala,2.0,56.0,2,957.0
2601,Kannamangala,3.0,89.0,3,1536.0
3968,Kannamangala,3.0,93.34,3,1574.0
8526,Kannamangala,2.0,54.5,2,957.0
10233,Kannamangala,4.0,135.0,4,2422.0
10637,Kannamangala,2.0,55.0,2,957.0
12909,Kannamangala,2.0,56.0,2,957.0
6111,Karuna Nagar,3.0,180.0,3,2500.0
7217,Karuna Nagar,3.0,190.0,3,2500.0
9768,Karuna Nagar,2.0,98.0,3,1354.0
88,Kasavanhalli,2.0,58.06,2,1060.0
142,Kasavanhalli,3.0,105.0,3,1563.05
809,Kasavanhalli,3.0,99.0,3,1717.0
940,Kasavanhalli,3.0,90.0,3,1799.0
1221,Kasavanhalli,2.0,78.0,2,1349.0
2287,Kasavanhalli,2.0,78.0,2,1200.0
2351,Kasavanhalli,3.0,79.5,3,1646.0
2805,Kasavanhalli,3.0,82.5,3,1555.0
2836,Kasavanhalli,3.0,89.0,3,1476.0
2982,Kasavanhalli,3.0,82.0,3,1493.0
3463,Kasavanhalli,3.0,116.0,3,1719.0
3602,Kasavanhalli,2.0,61.2,2,1125.0
4018,Kasavanhalli,3.0,77.41,3,1450.0
4049,Kasavanhalli,3.0,95.0,3,1476.0
4673,Kasavanhalli,3.0,110.0,3,2100.0
4879,Kasavanhalli,2.0,59.8,2,1090.0
4892,Kasavanhalli,3.0,104.0,3,1691.0
5076,Kasavanhalli,4.0,272.0,4,4260.0
5126,Kasavanhalli,4.0,120.0,3,2111.0
6208,Kasavanhalli,3.0,105.0,4,1863.0
6301,Kasavanhalli,3.0,92.0,3,1667.0
6527,Kasavanhalli,3.0,82.0,3,1494.0
6620,Kasavanhalli,3.0,82.0,3,1555.0
6857,Kasavanhalli,1.0,43.82,1,770.0
7058,Kasavanhalli,2.0,60.0,2,1147.0
7126,Kasavanhalli,2.0,72.0,2,1375.0
7351,Kasavanhalli,2.0,60.0,2,1200.0
7613,Kasavanhalli,2.0,83.0,2,1495.0
7893,Kasavanhalli,2.0,69.0,3,1225.0
7974,Kasavanhalli,2.0,78.0,2,1375.0
9087,Kasavanhalli,2.0,67.0,2,1158.0
9251,Kasavanhalli,2.0,67.0,2,1214.0
9381,Kasavanhalli,4.0,120.0,3,2110.0
9754,Kasavanhalli,2.0,85.0,2,1575.0
9826,Kasavanhalli,2.0,55.0,2,1069.0
9964,Kasavanhalli,2.0,68.0,2,1100.0
10400,Kasavanhalli,3.0,112.0,3,1715.0
10546,Kasavanhalli,2.0,65.0,2,1100.0
10803,Kasavanhalli,2.0,66.25,2,1230.0
11536,Kasavanhalli,3.0,79.0,3,1600.0
11555,Kasavanhalli,2.0,90.0,2,1585.0
11621,Kasavanhalli,2.0,80.0,2,1245.0
12029,Kasavanhalli,3.0,110.0,3,1747.0
12086,Kasavanhalli,2.0,80.0,2,1377.0
12915,Kasavanhalli,2.0,61.0,2,1181.0
13178,Kasavanhalli,2.0,75.0,2,1121.0
34,Kasturi Nagar,3.0,125.0,3,1925.0
858,Kasturi Nagar,2.0,92.0,2,1567.0
1279,Kasturi Nagar,3.0,88.5,3,1565.0
2215,Kasturi Nagar,2.0,65.0,2,1101.0
3940,Kasturi Nagar,3.0,125.0,4,1896.0
7252,Kasturi Nagar,2.0,58.0,2,1000.0
8729,Kasturi Nagar,2.0,66.0,2,1101.0
10887,Kasturi Nagar,4.0,155.0,4,2507.0
795,Kathriguppe,2.0,77.0,3,1400.0
1035,Kathriguppe,2.0,68.75,3,1250.0
1703,Kathriguppe,2.0,68.48,3,1245.0
